Başlık,Marka,Kullanım Amacı,Renk,Cihaz Ağırlığı,İşlemci Tipi,İşlemci Modeli,İşlemci Nesli,İşlemci Çekirdek Sayısı,Maksimum İşlemci Hızı (GHz),Ram (Sistem Belleği),Ram (Sistem Belleği) Tipi,Ekran Kartı,Ekran Kartı Tipi,Ekran Kartı Hafızası,Ekran Kartı Bellek Tipi,SSD Kapasitesi,Hard Disk Kapasitesi,Ekran Boyutu,Çözünürlük,Çözünürlük Standartı,Ekran Yenileme Hızı,Panel Tipi,İşletim Sistemi,Çekilme Zamanı,Fiyat (TRY),Link
"Slayer5 7XL-5060 C2 Intel Ultra 7 255HX 32GB RAM 1TB SSD RTX5060 17"" 240Hz QHD+IPS FreeDOS",Game Garaj,Oyun,Siyah,2 - 4 kg,Intel Core Ultra 7,255HX,Belirtilmemiş,20,+5,32 GB,DDR5,Nvidia GeForce RTX 5060,Harici,8 GB,GDDR7,1 TB,HDD Yok,17 inç,2560 x 1600,QHD+,240 Hz,IPS,Free Dos (İşletim Sistemi Yok),2025-12-03 02:09:24,70.629 TL,https://www.trendyol.com/game-garaj/slayer5-7xl-5060-c2-intel-ultra-7-255hx-32gb-ram-1tb-ssd-rtx5060-17-240hz-qhd-ips-freedos-p-951535050?boutiqueId=61&merchantId=124551
"TUF Gaming A15 FA506NCR-HN114A015 Ryzen7 7435HS 16GB 1TBSSD RTX3050 15.6"" FHD W11P Dizüstü Bilg",ASUS,Oyun,Siyah,2 - 4 kg,AMD Ryzen 7,7435HS,7. Nesil,8,4.5,16 GB,DDR5,Nvidia GeForce RTX 3050,Harici,4 GB ve altı,GDDR6,1 TB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),144 Hz,IPS,Windows,2025-12-03 02:09:26,"40.298,21 TL",https://www.trendyol.com/asus/tuf-gaming-a15-fa506ncr-hn114a015-ryzen7-7435hs-16gb-1tbssd-rtx3050-15-6-fhd-w11p-dizustu-bilg-p-962574862?boutiqueId=61&merchantId=153128
"15"" MacBook Air:  M4 chip with 10-core CPU and 10-core GPU, 16GB, 512GB SSD - Gece Yarısı",Apple,Ofis - İş,Siyah,2 kg ve altı,Apple M4,Apple M4,4. Nesil,10,,16 GB,Birleşik Bellek,Dahili Ekran Kartı,Dahili,Paylaşımlı,Dahili,512 GB,HDD Yok,"15,6 inç",2880 x 1800,Ultra HD 4K (UHD),60 Hz,,Mac Os,2025-12-03 02:09:28,70.399 TL,https://www.trendyol.com/apple/15-macbook-air-apple-m4-chip-with-10-core-cpu-and-10-core-gpu-16gb-512gb-ssd-gece-yarisi-p-904728397?boutiqueId=681310&merchantId=968
Sword 17 Hx B14vfkg-052xtr Intel Core I7 14700hx 16gb 1tb Ssd Rtx4060 Freedos 17 Fhd 165hz Taşı,MSI,Oyun,Siyah,2 - 4 kg,Intel Core i7,14700HX,14. Nesil,20,,16 GB,DDR5,Nvidia GeForce RTX 4060,Harici,8 GB,GDDR6,1 TB,HDD Yok,17 inç,1920 x 1200,Full HD (FHD),165 Hz,TN,Free Dos (İşletim Sistemi Yok),2025-12-03 02:09:29,65.299 TL,https://www.trendyol.com/msi/sword-17-hx-b14vfkg-052xtr-intel-core-i7-14700hx-16gb-1tb-ssd-rtx4060-freedos-17-fhd-165hz-tasi-p-848523988?boutiqueId=61&merchantId=161002
Galaxy Tab S10 Ultra 12/512GB Tam Dokunmatik Tablet Gri,Samsung,Belirtilmemiş,,Belirtilmemiş,Belirtilmemiş,2200,1. Nesil,Belirtilmemiş,,128 GB,Belirtilmemiş,Adreno GPU,Belirtilmemiş,Belirtilmemiş,Belirtilmemiş,120 GB,Belirtilmemiş,Belirtilmemiş,Belirtilmemiş,Belirtilmemiş,Belirtilmemiş,,Belirtilmemiş,2025-12-03 02:09:30,81.998 TL,https://www.trendyol.com/samsung/galaxy-tab-s10-ultra-12-512gb-tam-dokunmatik-tablet-gri-p-929636780?boutiqueId=61&merchantId=782378
"Vivobook Go 15 Intel Core I3-n305 8gb 256gb Ssd 15.6"" Fhd Freedos Laptop E1504ga-nj276 002",ASUS,Ofis - İş,Siyah,2 kg ve altı,Intel Core i3,N305,Belirtilmemiş,8,3.8,8 GB,DDR4,Intel UHD Graphics,Dahili,Paylaşımlı,Dahili,256 GB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),60 Hz,LED,Free Dos (İşletim Sistemi Yok),2025-12-03 02:09:31,16.400 TL,https://www.trendyol.com/asus/vivobook-go-15-intel-core-i3-n305-8gb-256gb-ssd-15-6-fhd-freedos-laptop-e1504ga-nj276-002-p-884245105?boutiqueId=61&merchantId=684269
Victus 15-fb0017nt 5.Nesil Ryzen 5 5600H-RX6500M-16Gb-512Gb-15.6inc-W11,HP,Oyun,Mika Gümüş; Gümüş,Belirtilmemiş,AMD Ryzen 5,5600H,5. Nesil,6,,16 GB,Belirtilmemiş,AMD Radeon RX6500M,Harici,4 GB ve altı,Belirtilmemiş,512 GB,500 GB,"15,6 inç",1920 x 1080,Full HD (FHD),144 Hz,Mikro Kenarlı,Windows,2025-12-03 02:09:32,30.999 TL,https://www.trendyol.com/hp/victus-15-fb0017nt-5-nesil-ryzen-5-5600h-rx6500m-16gb-512gb-15-6inc-w11-p-779235581?boutiqueId=61&merchantId=122633
"Nirvana S100 300NIT i5-13420H 16GB DDR5 1TB SSD 16"" Freedos Laptop S100.1342-BF00X-G-F",CASPER,Ofis - İş,Titanyum Grisi; Gri,2 kg ve altı,Intel Core i5,13420H,13. Nesil,8,4.6,16 GB,DDR5,Intel Graphics,Dahili,Paylaşımlı,Dahili,1 TB,HDD Yok,16 inç,1920 x 1200,Full HD (FHD),60 Hz,IPS,Free Dos (İşletim Sistemi Yok),2025-12-03 02:09:34,25.599 TL,https://www.trendyol.com/casper/nirvana-s100-300nit-i5-13420h-16gb-ddr5-1tb-ssd-16-freedos-laptop-s100-1342-bf00x-g-f-p-898617923?boutiqueId=61&merchantId=114258
"ThinkPad E14 21JK00LCTX012 i5-13420H 16GB 512SSD 14"" WUXGA W11P Dizüstü Bilgisayar-CNT013",LENOVO,Ofis - İş,Siyah,2 kg ve altı,Intel Core i5,13420H,13. Nesil,8,4.6,16 GB,DDR4,Intel UHD Graphics,Dahili,Paylaşımlı,Dahili,512 GB,HDD Yok,14 inç,1920 x 1200,WUXGA,60 Hz,IPS,Windows,2025-12-03 02:09:35,39.799 TL,https://www.trendyol.com/lenovo/thinkpad-e14-21jk00lctx012-i5-13420h-16gb-512ssd-14-wuxga-w11p-dizustu-bilgisayar-cnt013-p-947501015?boutiqueId=61&merchantId=106664
"Abra A5 V20.5.1 Intel Core i5 13420H 16 GB RAM 1 TB SSD RTX 3050 Windows 11 15,6"" FHD 144 Hz",MONSTER,Oyun,Siyah,2 - 4 kg,Intel Core i5,13420H,13. Nesil,8,4.6,16 GB,DDR4,Nvidia GeForce RTX 3050,Dahili,4 GB ve altı,GDDR6,1 TB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),144 Hz,IPS,Windows,2025-12-03 02:09:36,45.999 TL,https://www.trendyol.com/monster/abra-a5-v20-5-1-intel-core-i5-13420h-16-gb-ram-1-tb-ssd-rtx-3050-windows-11-15-6-fhd-144-hz-p-929871194?boutiqueId=61&merchantId=105286
"Zenbook 14 UX3405CA-PP485W/ Core Ultra 9-285H/ 32 GB Ram/ 1 TB SSD/ 14"" OLED/ W11 Laptop",ASUS,Belirtilmemiş,Foggy Silver,2 kg ve altı,Intel Core Ultra 7,285H,Belirtilmemiş,16,2.9,32 GB,Belirtilmemiş,Belirtilmemiş,Belirtilmemiş,Belirtilmemiş,Belirtilmemiş,1 TB,HDD Yok,14 inç,2880 x 1800,Belirtilmemiş,120 Hz,OLED,Windows,2025-12-03 02:09:38,75.999 TL,https://www.trendyol.com/asus/zenbook-14-ux3405ca-pp485w-core-ultra-9-285h-32-gb-ram-1-tb-ssd-14-oled-w11-laptop-p-929674333?boutiqueId=61&merchantId=339221
"IdeaPad 1 15ALC7 AMD Ryzen 5 5500U 16GB 256GB SSD Freedos 15.6""T.Bilgisayar 82R400KUTX2",LENOVO,Ofis - İş,Gri,2 kg ve altı,AMD Ryzen 5,5500U,Belirtilmemiş,6,4.0,16 GB,DDR4,Dahili Ekran Kartı,Dahili,Paylaşımlı,Belirtilmemiş,256 GB,HDD Yok,"15,6 inç",1920 x 1080,Full HD (FHD),60 Hz,TN,Windows,2025-12-03 02:09:40,19.000 TL,https://www.trendyol.com/lenovo/ideapad-1-15alc7-amd-ryzen-5-5500u-16gb-256gb-ssd-freedos-15-6-t-bilgisayar-82r400kutx2-p-869583119?boutiqueId=61&merchantId=1132026
